종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"452260","한화갤러리아","2490","-60","-2.35","2535","2540","2375","1932263","4725729960","482710428900","193859610"
"45226K","한화갤러리아우","6690","-110","-1.62","6700","6700","6500","8893","58535020","19430904300","2904470"
"451800","한화리츠","5110","0","0.00","5110","5150","5030","124556","633913730","917756000000","179600000"
"489790","한화비전","80500","-2800","-3.36","79900","82100","77800","752099","59885780300","4064315395000","50488390"
"088350","한화생명","4720","-10","-0.21","4610","4780","4530","4714532","21852796439","4099461600000","868530000"
"000370","한화손해보험","6770","-50","-0.73","6770","6800","6540","434584","2906066520","790322454550","116738915"
"009830","한화솔루션","35650","-1150","-3.13","34850","35650","33600","5489944","189289943350","6127968908400","171892536"
"009835","한화솔루션우","22550","-1000","-4.25","22600","23500","21550","58654","1299738025","58074119950","2575349"
"272210","한화시스템","124100","-5600","-4.32","123000","125000","118100","1112940","135492902950","23444896174900","188919389"
"012450","한화에어로스페이스","1335000","-34000","-2.48","1349000","1349000","1287000","205178","270677694500","68837140335000","51563401"
"082740","한화엔진","46650","-2550","-5.18","47450","47500","45250","518286","23909646475","3892809174300","83447142"
"042660","한화오션","123200","-2500","-1.99","120500","123400","117300","833837","100361705450","37750130140800","306413394"
"003530","한화투자증권","7190","90","1.27","6900","7260","6790","2131644","14919547580","1542598502250","214547775"
"003535","한화투자증권우","9100","-370","-3.91","9040","9220","8680","200043","1784419640","43680000000","4800000"
"195870","해성디에스","54200","-2400","-4.24","54200","55700","52000","213336","11451212000","921400000000","17000000"
"101530","해태제과식품","6360","110","1.76","6250","6370","6200","11612","73036060","185182987920","29116822"
"143210","핸즈코퍼레이션","1199","0","0.00","0","0","0","0","0","26229020653","21875747"
"000720","현대건설","149800","-2600","-1.71","147400","150600","142600","1149192","168140687850","16681093597000","111355765"
"000725","현대건설우","66400","-800","-1.19","66100","67400","64500","6389","420410050","70031615200","1054693"
"453340","현대그린푸드","16080","160","1.01","15780","16090","15780","22237","354823210","522630809280","32501916"
"086280","현대글로비스","231500","4000","1.76","221500","232500","218500","166088","37830517750","17362500000000","75000000"
"064350","현대로템","184200","-5600","-2.95","183100","184700","177500","448796","81332916450","20104010370600","109142293"
"079430","현대리바트","6960","-20","-0.29","6930","6970","6780","40179","275618475","142925562720","20535282"
"012330","현대모비스","408500","10000","2.51","388000","411000","385500","298310","120180428750","37064260155500","90732583"
"069960","현대백화점","84500","0","0.00","83800","84800","82600","118710","9923352950","1912134698500","22628813"
"004560","현대비앤지스틸","15820","-50","-0.32","15690","15840","15200","107353","1665958360","238546790020","15078811"
"004310","현대약품","9160","-10","-0.11","9080","9240","8710","340657","3045393680","293120000000","32000000"
"017800","현대엘리베이터","87100","400","0.46","85000","87100","82900","173687","14857185950","3404946733500","39092385"
"307950","현대오토에버","394000","6500","1.68","376000","396000","367000","58858","22579472250","10805048908000","27423982"
"011210","현대위아","81700","700","0.86","79300","81900","78200","87075","6990894000","2221838281100","27195083"
"004020","현대제철","35000","50","0.14","34050","35150","33500","435824","14948620750","4670602475000","133445785"
"005440","현대지에프홀딩스","14360","-80","-0.55","14060","14470","13830","351984","4968953610","2238785762360","155904301"
"005380","현대차","495000","5000","1.02","472500","498500","467000","1124900","543528420750","101355094170000","204757766"
"005387","현대차2우B","257000","5000","1.98","246000","257500","244000","142872","35767054250","8985730010000","34963930"
"005389","현대차3우B","245000","3000","1.24","237000","248500","233000","12988","3103823250","570225740000","2327452"
"005385","현대차우","257000","6500","2.59","243000","257500","243000","73964","18453048000","5998626720000","23340960"
"001500","현대차증권","10900","0","0.00","10700","11020","10550","131324","1416957685","673980179600","61833044"
"011760","현대코퍼레이션","26150","200","0.77","25150","26200","25050","48401","1238528225","345937460900","13228966"
"227840","현대코퍼레이션홀딩스","12250","60","0.49","12190","12340","11960","19201","231891535","111485241000","9100836"
"126560","현대퓨처넷","3335","60","1.83","3285","3350","3255","263780","871257110","367526821575","110202945"
"001450","현대해상","31450","300","0.96","30900","31650","30650","370011","11535790200","2811630000000","89400000"
"057050","현대홈쇼핑","81200","-1700","-2.05","81500","82800","79900","22913","1860883400","974400000000","12000000"
"093240","형지엘리트","994","1","0.10","986","995","954","678418","659908216","61021917446","61390259"
"003010","혜인","5450","-10","-0.18","5420","5460","5260","50913","273937690","69284471150","12712747"
"111110","호전실업","7500","80","1.08","7490","7500","7320","13826","102464160","70320000000","9376000"
"008770","호텔신라","47450","5500","13.11","43300","48100","43200","1313665","60401517500","1862323341450","39248121"
"008775","호텔신라우","36700","3350","10.04","34450","37100","33800","12459","443474175","27593959300","751879"
"378850","화승알앤에이","3575","0","0.00","3555","3620","3460","46892","165130955","67902202225","18993623"
"241590","화승엔터프라이즈","4615","10","0.22","4550","4635","4510","83114","379120918","279619508740","60589276"
"006060","화승인더","3225","-5","-0.15","3245","3245","3180","74356","237995314","178407000000","55320000"
"013520","화승코퍼레이션","2755","5","0.18","2735","2770","2660","69430","188420785","137891199260","50051252"
"010690","화신","11210","-110","-0.97","10960","11270","10830","92854","1025018875","391457796100","34920410"
"133820","화인베스틸","1212","-14","-1.14","1226","1226","1184","78294","94220879","44982776424","37114502"
"010660","화천기계","5870","50","0.86","5800","5990","5650","238536","1390212160","129140000000","22000000"
"000850","화천기공","36850","-250","-0.67","36500","36850","36000","5394","195865600","81070000000","2200000"
"016580","환인제약","10450","80","0.77","10200","10480","10150","28705","297005345","194370731500","18600070"
"032560","황금에스티","5970","10","0.17","5920","5970","5800","32044","188326240","101490000000","17000000"
"004800","효성","139600","-3100","-2.17","139200","141700","135800","39668","5486419400","2336960817200","16740407"
"094280","효성ITX","12540","30","0.24","12500","12540","12370","12668","157956400","144939828000","11558200"
"298040","효성중공업","2676000","-184000","-6.43","2785000","2787000","2601000","65913","175789633000","24952490448000","9324548"
"298020","효성티앤씨","401500","12000","3.08","383500","417500","377000","47944","19223316000","1737564323000","4327682"
"298000","효성화학","38900","0","0.00","0","0","0","0","0","147501447900","3791811"
"093370","후성","7370","160","2.22","7030","7440","6920","358161","2591779285","790471782100","107255330"
"005870","휴니드","8630","-380","-4.22","8960","8960","8430","272989","2351600965","121821209450","14116015"
"079980","휴비스","2775","-25","-0.89","2850","2970","2745","390304","1099145610","95737500000","34500000"
"005010","휴스틸","5240","40","0.77","5190","5420","5010","824880","4327367610","294425513000","56188075"
"000540","흥국화재","4495","20","0.45","4425","4500","4265","133273","585856525","288770689275","64242645"
"000545","흥국화재우","6900","20","0.29","6680","6900","6680","2765","18559360","5299200000","768000"
"003280","흥아해운","2950","-255","-7.96","3205","3350","2920","31796681","98954444799","709253452050","240424899"
